Type;Name;Version;purl;Supplier;Website;Source;Description;Licenses;Direct Dependency of;SHA-512 Hash;BomRef;End of support date;Life cycle support
library;glibc;2.39;pkg:generic/glibc@2.39;GNU Project (FSF);https://www.gnu.org/software/libc/;"https://sourceware.org/git/?p=glibc.git;a=summary";The GNU C Library is used as the system C library in most systems with the Linux kernel.;GPL-2.0-only & LGPL-2.1-or-later;"abseil-cpp@20240116.3 ; acl@2.3.2 ; at-spi2-core@2.50.1 ; attr@2.5.1 ; python/attrs@23.2.0 ; base-passwd@3.6.3 ; bash@5.2.21 ; python/beniget@0.4.2.post1 ; berkeley_db@11.2.5.3.28 ; binutils@2.42 ; python/blinker@1.7.0 ; boost/boost@1.84.0 ; brotli@1.1.0 ; busybox@1.36.1 ; but@v1.2.2 ; bzip2@1.0.8 ; cairo@1.18.0 ; c-ares@1.27.0 ; python/certifi@2024.2.2 ; python/cffi@1.16.0 ; python/chardet@5.2.0 ; google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; chromium-hardening-policies@1.0 ; python/click@8.1.7 ; cpython@3.12.12 ; python/cryptography@42.0.5 ; cryptopp@8.6.0 ; cryptsetup@2.7.5 ; curl/curl@8.7.1 ; daniel_stenberg/curl@8.7.1 ; haxx/curl@8.7.1 ; python/cycler@0.12.1 ; cyrus-sasl@2.1.28 ; freedesktop/dbus@1.14.10 ; d-bus_project/d-bus@1.14.10 ; desktop-file-utils@0.27 ; dhcpcd@10.0.6 ; disable-usb-keyboard-selected-keys@1.0 ; dosfstools@4.2 ; e2fsprogs@1.47.0 ; elfutils@0.191 ; encrypted-coredump@1.0 ; envoy@1.37.0 ; expat@2.6.4 ; flac@1.4.3 ; python/flask@3.0.2 ; fluentbit@3.2.10 ; fontconfig@2.15.0 ; python/fonttools@4.54.1 ; freetype@2.13.2 ; fribidi@1.0.14 ; python/gast@0.5.4 ; gcc@13.4.0 ; gdbm@1.23 ; gdk-pixbuf@2.42.12 ; gettext@0.22.5 ; glib@2.78.6 ; gmp@6.3.0 ; gnu_fribidi@1.0.14 ; gperftools@2.15 ; grpc@1.60.1 ; python/grpc-interceptor@0.15.0 ; python/grpcio@1.62.0 ; gnome/gtk@3.24.41 ; harfbuzz@8.3.0 ; http@v1.1.3 ; python/idna@3.7 ; python/importlib_metadata@7.0.1 ; imx-dpu-g2d@2.2.2 ; imx-gpu-viv@6.4.11.p2.12-aarch64 ; international_components_for_unicode@74-2 ; python/itsdangerous@2.1.2 ; jansson@2.14 ; jinja@3.1.6 ; jinja2@3.1.6 ; json-c@0.17-20230812 ; python/jsonpointer@2.4 ; python/jsonschema@4.21.1 ; python/jsonschema_specifications@2023.12.1 ; kbd@2.6.4 ; kernel-module-imx-gpu-viv@6.4.11.p2.12 ; keyutils@1.6.3 ; python/kiwisolver@1.4.5 ; kmod@31 ; libcap@2.69 ; libcap-ng@0.8.5 ; curl/libcurl@8.7.1 ; haxx/libcurl@8.7.1 ; libcurl/libcurl@8.7.1 ; libcxx@18.1.6 ; freedesktop/libdbus@1.14.10 ; libdrm@2.4.116.imx ; libedit@20230828-3.1 ; libepoxy@1.5.10 ; libevdev@1.13.1 ; libexpat@2.6.4 ; libfaketime@0.9.10 ; libffi@3.4.6 ; libflac@1.4.3 ; libgcrypt@1.10.3 ; libgpg-error@1.48 ; libgudev@238 ; libidn2@2.3.7 ; libinput@1.25.0 ; libjpeg-turbo@3.0.1 ; libmnl@1.0.5 ; libnftnl@1.2.6 ; libnsl2@2.0.1 ; libogg@1.3.5 ; libpng@1.6.42 ; libqb@2.0.8 ; libseccomp@2.5.5 ; libssh@0.10.6 ; libtiff@4.6.0 ; libtirpc@1.3.4 ; libunistring@1.2 ; libunwind@1.6.2 ; libusb@1.0.27 ; libx11-compose-data@1.8.4 ; libxcrypt@4.4.36 ; xkbcommon/libxkbcommon@1.6.0 ; libxml2@2.12.10 ; libxslt@1.1.43 ; libyaml@0.2.5 ; linux-pam@1.5.3 ; littlecms/little_cms_color_engine@2.16 ; log4cplus@2.1.1 ; logger@v1.1.3 ; logrotate@3.21.0 ; lua5.1@5.1.5 ; luajit@2.1 ; lvm2@2.03.22 ; python/MarkupSafe@2.1.5 ; python/matplotlib@3.7.2 ; mongo-c-driver@r1.24 ; mongo-cxx-driver@r3.8.0 ; mongodb@4.4.29 ; python/more-itertools@10.2.0 ; mtdev@1.1.6 ; mwifiexconf@1.0 ; ncurses@6.4 ; netscape_portable_runtime@4.35 ; network_security_services@3.98 ; nftables@1.0.9 ; nginx@1.24.0 ; nodejs@20.18.2 ; node.js@20.18.2 ; openblas@0.3.28 ; openjpeg@2.5.4 ; openssl/openssl@3.2.6 ; opkg-utils@0.6.3 ; oracle_berkeley_db@11.2.5.3.28 ; python/packaging@23.2 ; pango@1.52.1 ; python/pathlib2@2.3.7 ; pcre@8.45 ; pcre2@10.43 ; perl@5.38.4 ; pillow@10.3.0 ; python/pip@24.0 ; pixman@0.42.2 ; python/ply@3.11 ; pm-utils@1.4.1 ; poco@1.12.5p2 ; popt@1.19 ; protobuf@4.25.8 ; python/protobuf@4.25.8 ; psplash@0.1 ; pwgen@2.08 ; python/pycparser@2.21 ; python/pycryptodomex@3.20.0 ; python/PyJWT@2.8.0 ; python/pymongo@4.6.1 ; python/pyOpenSSL@24.0.0 ; python/pyparsing@3.1.1 ; python/pyroute2@0.7.10 ; python/pyrsistent@0.20.0 ; python/PySocks@1.7.1 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; python3-numpy@1.26.4 ; python3-setuptools@69.1.1 ; python/python-dateutil@2.9.0 ; python/python-json-logger@2.0.7 ; python/pythran@0.16.1 ; python/pytz@2024.1 ; python/pyudev@0.24.1 ; python/pyzipper@0.3.6 ; qiaidentity@3.0.0.3 ; qn-hybrid-crypt@1.0 ; qsblogger@git ; qsboost-asat@git ; qsboost-authservice@git ; qsboost-bts@git ; qsboost-core@git ; qsboost-critical-error@git ; qsboost-das@git ; qsboost-db@git ; qsboost-ftu@git ; qsboost-hal@git ; qsboost-instrument-configuration@git ; qsboost-logger@git ; qsboost-lua-proxy@git ; qsboost-osmu@git ; qsboost-qiaidentity-proxy@git ; qsboost-rfg@git ; qsboost-spcu@git ; qsboost-ui@git ; qt@5.15.13 ; qtbase@5.15.13 ; quazip@0.7.3 ; re2@2024.03.01 ; readline@8.2 ; python/referencing@0.33.0 ; reflect@v1.4.2 ; requests@2.32.4 ; python/rfc3339_validator@0.1.4 ; python/rfc3987@1.3.8 ; python/rpds_py@0.18.0 ; python/ruamel.yaml@0.18.6 ; python/scipy@1.14.1 ; seatd@0.8.0 ; set-hostname@1.1 ; python/setuptools@69.1.1 ; shadow@4.14.2 ; shared-mime-info@2.4 ; python/simplejson@3.19.2 ; python/six@1.16.0 ; sqlite@3.45.3 ; systemd@255.21 ; systemd-conf@1.0 ; tdx-enc-handler@1.0 ; udev-rules-imx@1.0 ; upower@0.99.17 ; urllib3@2.2.2 ; usbguard@1.1.2 ; usbutils@017 ; util-linux@2.39.3 ; util-linux-libuuid@2.39.3 ; python/waitress@3.0.0 ; wayland@1.22.0 ; wayland-utils@1.2.0 ; python/webcolors@1.13 ; python/werkzeug@3.0.6 ; weston@12.0.4.imx ; weston-init@1.0 ; xerces-c@3.2.5 ; xkeyboard-config@2.41 ; xz@5.4.7 ; python/zipp@3.17.0 ; zlib@1.3.1 ; zstandard@1.5.5";;303c6faf-4b34-40a5-8342-9c46a5186dae;;
library;gmp;6.3.0;pkg:generic/gmp@6.3.0;;;;GMP is a free library for arbitrary precision arithmetic, operating on signed integers, rational numbers, and floating point numbers;GPL-2.0-or-later | LGPL-3.0-or-later;nftables@1.0.9;;125187d8-98a7-4589-a028-d62c99dbd21e;;
library;gnu_fribidi;1.0.14;pkg:generic/gnu_fribidi@1.0.14;;;;It provides utility functions to aid in the development of interactive editors and widgets that implement BiDi functionality. The BiDi algorithm is a prerequisite for supporting right-to-left scripts such as Hebrew, Arabic, Syriac, and Thaana.;LGPL-2.1-or-later;;;65073a98-63e5-4ca3-a66e-2be59998cc54;;
library;gperftools;2.15;pkg:generic/gperftools@2.15;;;;The gperftools, previously called google-perftools, package contains some utilities to improve and analyze the performance of C++ programs. Included are an optimized thread-caching malloc() and cpu and heap profiling utilities.;BSD-3-Clause;mongodb@4.4.29;;07b5d129-656b-4972-bd32-216604e6b267;;
library;grpc;1.60.1;pkg:generic/grpc@1.60.1;gRPC Authors;https://grpc.io/;https://github.com/grpc/grpc;A high performance, open source, general-purpose RPC framework. Provides gRPC libraries for multiple languages written on top of shared C core library (C++, Node.js, Python, Ruby, Objective-C, PHP, C#);Apache-2.0 & BSD-3-Clause & MPL-2.0;"qsboost-asat@git ; qsboost-authservice@git ; qsboost-bts@git ; qsboost-core@git ; qsboost-das@git ; qsboost-ftu@git ; qsboost-hal@git ; qsboost-instrument-configuration@git ; qsboost-lua-proxy@git ; qsboost-osmu@git ; qsboost-qiaidentity-proxy@git ; qsboost-rfg@git ; qsboost-spcu@git";;e68e8037-0415-4669-9636-963dd4e96e24;;
library;python/grpc-interceptor;0.15.0;pkg:generic/python/grpc-interceptor@0.15.0;Dan Hipschman;https://github.com/d5h-foss/grpc-interceptor;https://github.com/d5h-foss/grpc-interceptor;Protocol Buffers are language-neutral, platform-neutral extensible mechanisms for serializing structured data..;MIT;;;e99ce71f-24ae-482c-89e0-21e34fdff6f9;;
library;python/grpcio;1.62.0;pkg:generic/python/grpcio@1.62.0;grpcio maintainers;https://grpc.io;https://github.com/grpc/grpc;Google gRPC;Apache-2.0 & BSD-3-Clause;;;2d76cd9d-e10f-45b9-a24d-6a7614c94283;;
library;gnome/gtk;3.24.41;pkg:generic/gnome/gtk@3.24.41;GNOME Project;https://www.gtk.org/;https://gitlab.gnome.org/GNOME/gtk;GTK+ is a multi-platform toolkit for creating graphical user interfaces. Offering a complete set of widgets, GTK+ is suitable for projects ranging from small one-off projects to complete application suites.;LGPL-2.0-only & LGPL-2.0-or-later & LGPL-2.1-or-later;"adwaita-icon-theme@45.0 ; google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100";;85e3dcdf-f26d-4614-a01a-ba892c248920;;
library;harfbuzz;8.3.0;pkg:generic/harfbuzz@8.3.0;HarfBuzz Project;https://harfbuzz.github.io/;https://github.com/harfbuzz/harfbuzz;HarfBuzz is an OpenType text shaping engine.;MIT;pango@1.52.1;;c5136a3a-9d2a-4c03-81b9-75b606c7ced7;;
library;hicolor-icon-theme;0.17;pkg:generic/hicolor-icon-theme@0.17;;;;The hicolor-icon-theme package contains a default fallback theme for implementations of the icon theme specification.;GPL-2.0-only;"adwaita-icon-theme@45.0 ; google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100";;ae46af72-b984-43eb-9a7a-033e7b4b9eb0;;
library;http;v1.1.3;pkg:generic/http@v1.1.3;;;;Http;CLOSED;"qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git";;14bcc02b-38ce-4954-a33b-f6f7482ba8c1;;
library;python/idna;3.7;pkg:generic/python/idna@3.7;idna maintainers;https://github.com/kjd/idna;https://github.com/kjd/idna;Internationalised Domain Names in Applications.;BSD-3-Clause & Python-2.0 & Unicode-TOU;"python/jsonschema@4.21.1 ; requests@2.32.4 ; urllib3@2.2.2";;101fe4d0-ca5f-415f-83ed-6bebd2e82e65;;
library;python/importlib_metadata;7.0.1;pkg:generic/python/importlib_metadata@7.0.1;importlib-metadata maintainers;https://github.com/python/importlib_metadata;https://github.com/python/importlib_metadata;Read metadata from Python packages.;Apache-2.0;python/jsonschema@4.21.1;;372ab266-48b6-4d8c-ab76-6c88c49def69;;
library;imx-dpu-g2d;2.2.2;pkg:generic/imx-dpu-g2d@2.2.2;;;;G2D library using i.MX DPU;Proprietary;weston@12.0.4.imx;;fac0c8f6-043a-4ac4-be02-2a66dc807afb;;
library;imx-gpu-viv;6.4.11.p2.12-aarch64;pkg:generic/imx-gpu-viv@6.4.11.p2.12-aarch64;;;;GPU driver and apps for i.MX;Proprietary;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; gnome/gtk@3.24.41 ; libepoxy@1.5.10 ; qt@5.15.13 ; qtbase@5.15.13 ; weston@12.0.4.imx";;30dc89b4-2c2a-4604-8078-100aa4f4d94c;;
library;international_components_for_unicode;74-2;pkg:generic/international_components_for_unicode@74-2;;;;The International Component for Unicode (ICU) is a mature, portable set of C/C++ and Java libraries for Unicode support, software internationalization (I18N) and globalization (G11N), giving applications the same results on all platforms.;ICU;"boost/boost@1.84.0 ; harfbuzz@8.3.0 ; nodejs@20.18.2 ; node.js@20.18.2 ; xerces-c@3.2.5";;b82b6916-37ed-4b41-992b-819f82167324;;
library;python/itsdangerous;2.1.2;pkg:generic/python/itsdangerous@2.1.2;itsdangerous maintainers;https://itsdangerous.palletsprojects.com/;https://github.com/pallets/itsdangerous/;Various helpers to pass trusted data to untrusted environments and back..;BSD-3-Clause;python/flask@3.0.2;;55d23b9f-60eb-4ee6-83ea-8f20c9063da3;;
library;jansson;2.14;pkg:generic/jansson@2.14;;;;Jansson is a C library for encoding, decoding and manipulating JSON data.;MIT;nftables@1.0.9;;1aa2c5c0-2fd0-4e7a-b187-9dc53e965162;;
library;jinja;3.1.6;pkg:generic/jinja@3.1.6;Armin Ronacher;http://jinja.pocoo.org/;https://github.com/pallets/jinja/;Python Jinja2: A small but fast and easy to use stand-alone template engine written in pure python..;BSD-3-Clause;python/flask@3.0.2;;b933e851-9d47-4eab-ae3c-95ba9172f77e;;
library;jinja2;3.1.6;pkg:generic/jinja2@3.1.6;Jinja2 maintainers;https://jinja.palletsprojects.com/;https://github.com/pallets/jinja/;Python Jinja2: A small but fast and easy to use stand-alone template engine written in pure python..;BSD-3-Clause;;;bfc5d168-f6d8-4c76-b62c-ec1a94d0cead;;
library;json-c;0.17-20230812;pkg:generic/json-c@0.17-20230812;;;;JSON-C implements a reference counting object model that allows you to easily construct JSON objects in C.;MIT;cryptsetup@2.7.5;;14332c80-b522-48d1-8d54-6ff31ff3427b;;
library;python/jsonpointer;2.4;pkg:generic/python/jsonpointer@2.4;Stefan Kögl;https://github.com/stefankoegl/python-json-pointer;https://github.com/stefankoegl/python-json-pointer;Resolve JSON Pointers in Python.;BSD-3-Clause;python/jsonschema@4.21.1;;16a86b77-58ed-431c-b171-c2ec5a47ea9a;;
library;python/jsonschema;4.21.1;pkg:generic/python/jsonschema@4.21.1;jsonschema maintainers;https://github.com/python-jsonschema/jsonschema;https://github.com/python-jsonschema/jsonschema;An implementation of JSON Schema validation for Python.;MIT;;;3e8aca57-57c0-4c37-85ca-1d799cd86863;;
library;python/jsonschema_specifications;2023.12.1;pkg:generic/python/jsonschema_specifications@2023.12.1;jsonschema-specifications maintainers;https://github.com/python-jsonschema/jsonschema-specifications;https://github.com/python-jsonschema/jsonschema-specifications;JSON support files from the JSON Schema Specifications (metaschemas, vocabularies, etc.), packaged for runtime access from Python as a referencing-based Schema Registry.;MIT;python/jsonschema@4.21.1;;800f2c01-dd75-4faf-9faa-bda0b481c524;;
library;kbd;2.6.4;pkg:generic/kbd@2.6.4;;;;The kbd project contains tools for managing Linux console (Linux console, virtual terminals, keyboard, etc.) – mainly, what they do is loading console fonts and keyboard maps.;GPL-2.0-or-later & LGPL-2.0-or-later & GPL-3.0-or-later;weston-init@1.0;;25cc9ac2-2701-4225-a0c0-3ad0c746b375;;
library;kernel-module-imx-gpu-viv;6.4.11.p2.12;pkg:generic/kernel-module-imx-gpu-viv@6.4.11.p2.12;;;;Builds the Vivante GPU kernel driver as a loadable kernel module, allowing flexibility to use a newer graphics release with an older kernel.;GPL-2.0-only;;;f586c289-adac-46c0-9afe-ae3740d3ee1f;;
library;keyutils;1.6.3;pkg:generic/keyutils@1.6.3;;;;Utilities to control the kernel key management facility and to provide a mechanism by which the kernel call back to userspace to get a key instantiated.;LGPL-2.1-or-later & GPL-2.0-or-later;tdx-enc-handler@1.0;;28771b18-835d-41d0-ae54-9c3f0cc6a37e;;
library;python/kiwisolver;1.4.5;pkg:generic/python/kiwisolver@1.4.5;kiwisolver maintainers;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;A fast implementation of the Cassowary constraint solver.;BSD-3-Clause;python/matplotlib@3.7.2;;9db1a9e6-d84a-4dec-8502-b7c5c5473c4f;;
library;kmod;31;pkg:generic/kmod@31;;;;kmod is a set of tools to handle common tasks with Linux kernel modules like insert, remove, list, check properties, resolve dependencies and aliases.;GPL-2.0-or-later & LGPL-2.1-or-later;systemd@255.21;;f2826c47-4a42-4228-9179-388773e7a7dc;;
library;libcap;2.69;pkg:generic/libcap@2.69;;;;A library providing the API to access POSIX capabilities. These allow giving various kinds of specific privileges to individual users, without giving them full root permissions.;BSD-3-Clause | GPL-2.0-only;"libgcrypt@1.10.3 ; systemd@255.21";;0e0ab9a4-765c-4a6b-b45f-e9075e74d45a;;
library;libcap-ng;0.8.5;pkg:generic/libcap-ng@0.8.5;;;;The libcap-ng library is intended to make programming with POSIX capabilities much easier than the traditional libcap library.;GPL-2.0-or-later & LGPL-2.1-or-later;"usbguard@1.1.2 ; util-linux@2.39.3";;a3257d26-7ea2-4e8d-83ba-c10b50d7cff1;;
library;curl/libcurl;8.7.1;pkg:generic/curl/libcurl@8.7.1;The curl project;https://curl.se/;https://github.com/curl/curl;It uses URL syntax to transfer data to and from servers. curl is a widely used because of its ability to be flexible and complete complex tasks. For example, you can use curl for things like user authentication, HTTP post, SSL connections, proxy support, FTP uploads, and more!;curl;;;636422ee-14ab-4596-893b-75599ffca432;;
library;haxx/libcurl;8.7.1;pkg:generic/haxx/libcurl@8.7.1;The curl project;https://curl.se/;https://github.com/curl/curl;It uses URL syntax to transfer data to and from servers. curl is a widely used because of its ability to be flexible and complete complex tasks. For example, you can use curl for things like user authentication, HTTP post, SSL connections, proxy support, FTP uploads, and more!;curl;;;b21bf7a5-968d-4662-b4c3-813f51defe86;;
library;libcurl/libcurl;8.7.1;pkg:generic/libcurl/libcurl@8.7.1;The curl project;https://curl.se/;https://github.com/curl/curl;It uses URL syntax to transfer data to and from servers. curl is a widely used because of its ability to be flexible and complete complex tasks. For example, you can use curl for things like user authentication, HTTP post, SSL connections, proxy support, FTP uploads, and more!;curl;fluentbit@3.2.10;;9c836712-6acc-48d6-a025-c5f8573dc77e;;
library;libcxx;18.1.6;pkg:generic/libcxx@18.1.6;;;;libc++ is a new implementation of the C++ standard library, targeting C++11;Apache-2.0-with-LLVM-exception;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100";;12d57efb-b1e5-4c77-b330-42add1723172;;
library;freedesktop/libdbus;1.14.10;pkg:generic/freedesktop/libdbus@1.14.10;D-Bus Project;https://dbus.freedesktop.org/;https://gitlab.freedesktop.org/dbus/dbus;"D-Bus is a message bus system, a simple way for applications to talk to one another. In addition to interprocess communication, D-Bus helps coordinate process lifecycle; it makes it simple and reliable to code a \""single instance\"" application or daemon, and to launch applications and daemons on demand when their services are needed.";AFL-2.1 | GPL-2.0-or-later;;;e523413e-5eec-4b69-b5ab-8879d6b0725c;;
library;libdrm;2.4.116.imx;pkg:generic/libdrm@2.4.116.imx;;;;"The runtime library for accessing the kernel DRM services. DRM stands for \""Direct Rendering Manager\"", which is the kernel portion of the \""Direct Rendering Infrastructure\"" (DRI). DRI is required for many hardware accelerated OpenGL drivers.";MIT;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; imx-dpu-g2d@2.2.2 ; imx-gpu-viv@6.4.11.p2.12-aarch64 ; wayland-utils@1.2.0";;0c5510a1-c201-4ffc-94bd-948a176554ed;;
library;libedit;20230828-3.1;pkg:generic/libedit@20230828-3.1;;;;Command line editor library providing generic line editing, history, and tokenization functions;BSD-3-Clause;"cpython@3.12.12 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12";;4ceedeb9-1227-4f33-b395-f0aa660c7f0a;;
library;libepoxy;1.5.10;pkg:generic/libepoxy@1.5.10;;;;It hides the complexity of dlopen(), dlsym(), glXGetProcAddress(), eglGetProcAddress(), etc. from the app developer, with very little knowledge needed on their part. They get to read GL specs and write code using undecorated function names like glCompileShader().;MIT;gnome/gtk@3.24.41;;6fbd3ce6-86f8-4f24-ab44-fc101e9efe0a;;
library;liberation-fonts;2.1.5;pkg:generic/liberation-fonts@2.1.5;;;;The Liberation(tm) Fonts is a font family originally created by Ascender(c) which aims at metric compatibility with Arial, Times New Roman, Courier New.;OFL-1.1;;;4b45d4fb-2f56-44ff-83b2-c3509fa7a654;;
library;libevdev;1.13.1;pkg:generic/libevdev@1.13.1;;;;A library for handling evdev kernel devices. It abstracts the evdev ioctls through type-safe interfaces and provides functions to change the appearance of the device.;MIT;libinput@1.25.0;;ee467ac0-8bd6-4c3e-ae42-87c3f560f022;;
library;libexpat;2.6.4;pkg:generic/libexpat@2.6.4;Expat Project;https://libexpat.github.io/;https://github.com/libexpat/libexpat;Expat is an XML parser library written in C. It is a stream-oriented parser in which an application registers handlers for things the parser might find in the XML document (like start tags);MIT;;;f80ef145-965e-4029-9fc5-ebc753bb927f;;
library;libfaketime;0.9.10;pkg:generic/libfaketime@0.9.10;;;;A library for faking the system time in user-space programs;GPL-2.0-only;qiaidentity@3.0.0.3;;94539429-6e2e-4a2a-b087-23600429a1d5;;
library;libffi;3.4.6;pkg:generic/libffi@3.4.6;;;;The `libffi' library provides a portable, high level programming interface to various calling conventions. This allows a programmer to call any function specified by a call interface description at run time. FFI stands for Foreign Function Interface. A foreign function interface is the popular name for the interface that allows code written in one language to call code written in another language. The `libffi' library really only provides the lowest, machine dependent layer of a fully featured foreign function interface. A layer must exist above `libffi' that handles type conversions for values passed between the two languages.;MIT;"python/cffi@1.16.0 ; google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; cpython@3.12.12 ; glib@2.78.6 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; wayland@1.22.0";;bea24ef0-fb16-4956-91a8-a7498800d34b;;
library;libflac;1.4.3;pkg:generic/libflac@1.4.3;Xiph.Org Foundation;https://xiph.org/flac/;https://github.com/xiph/flac;FLAC stands for Free Lossless Audio Codec, a lossless audio compression format.;GFDL-1.2 & GPL-2.0-or-later & LGPL-2.1-or-later & BSD-3-Clause;;;6bdcedd3-773a-455b-8b4c-eb1c5e5ee100;;
library;libgcrypt;1.10.3;pkg:generic/libgcrypt@1.10.3;;;;A cryptography library developed as a separated module of GnuPG. It can also be used independently of GnuPG, but depends on its error-reporting library Libgpg-error.;GPL-2.0-or-later & LGPL-2.1-or-later;libssh@0.10.6;;ebbc00da-da82-447b-9be6-a58c9374c8b1;;
library;libgpg-error;1.48;pkg:generic/libgpg-error@1.48;;;;Contains common error codes and error handling functions used by GnuPG, Libgcrypt, GPGME and more packages.;GPL-2.0-or-later & LGPL-2.1-or-later;libgcrypt@1.10.3;;bd97fc94-bb19-449b-9747-e6c65cd93189;;
library;libgudev;238;pkg:generic/libgudev@238;;;;This library makes it much simpler to use libudev from programs already using GObject. It also makes it possible to easily use libudev from other programming languages, such as Javascript, because of GObject introspection support.;LGPL-2.1-only;upower@0.99.17;;3d1c7c0c-96a4-4d5b-9d93-1ef05de68d64;;
library;libidn2;2.3.7;pkg:generic/libidn2@2.3.7;;;;Implementation of the Stringprep, Punycode and IDNA specifications defined by the IETF Internationalized Domain Names (IDN) working group.;(GPL-2.0-or-later | LGPL-3.0-only) & GPL-3.0-or-later & Unicode-DFS-2016;"curl/curl@8.7.1 ; daniel_stenberg/curl@8.7.1 ; haxx/curl@8.7.1 ; curl/libcurl@8.7.1 ; haxx/libcurl@8.7.1 ; libcurl/libcurl@8.7.1";;058aa4b3-f80b-4859-9286-daf8c597c3cc;;
library;libinput;1.25.0;pkg:generic/libinput@1.25.0;;;;libinput is a library to handle input devices in Wayland compositors and to provide a generic X.Org input driver. It provides device detection, device handling, input device event processing and abstraction so minimize the amount of custom input code compositors need to provide the common set of functionality that users expect.;MIT;weston@12.0.4.imx;;d2d77403-62ea-44b9-9816-c0190f3206f6;;
library;libjpeg-turbo;3.0.1;pkg:generic/libjpeg-turbo@3.0.1;;;;libjpeg-turbo is a derivative of libjpeg that uses SIMD instructions (MMX, SSE2, NEON) to accelerate baseline JPEG compression and decompression;IJG & BSD-3-Clause & Zlib;;;6565f323-4287-4560-b9c1-e480477d2e04;;
library;libmnl;1.0.5;pkg:generic/libmnl@1.0.5;;;;Minimalistic user-space library oriented to Netlink developers, providing functions for common tasks in parsing, validating, and constructing both the Netlink header and TLVs.;LGPL-2.1-or-later;"libnftnl@1.2.6 ; nftables@1.0.9";;91133ae8-354c-4079-8d56-bd500f31092c;;
library;libnftnl;1.2.6;pkg:generic/libnftnl@1.2.6;;;;Library for low-level interaction with nftables Netlink's API over libmnl.;GPL-2.0-only;nftables@1.0.9;;cf2942fe-c7a5-4b3f-9fde-70f36a87e5a4;;
library;libnsl2;2.0.1;pkg:generic/libnsl2@2.0.1;;;;This library contains the public client interface for NIS(YP) and NIS+ it was part of glibc and now is standalone packages. it also supports IPv6;LGPL-2.1-only;"cpython@3.12.12 ; grpc@1.60.1 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12";;76121ea6-17d6-49fb-aa3c-2f4b7050339b;;
library;libogg;1.3.5;pkg:generic/libogg@1.3.5;;;;libogg is the bitstream and framing library for the Ogg project. It provides functions which are necessary to codec libraries like libvorbis.;BSD-3-Clause;"flac@1.4.3 ; libflac@1.4.3";;c956a7cd-d74c-4ed9-8435-d568eed1fc39;;
library;libpng;1.6.42;pkg:generic/libpng@1.6.42;PNG Development Group;http://www.libpng.org/pub/png/libpng.html;https://github.com/pnggroup/libpng;An open source project to develop and maintain the reference library for use in applications that read, create, and manipulate PNG (Portable Network Graphics) raster image files.;Libpng;"cairo@1.18.0 ; freetype@2.13.2 ; gdk-pixbuf@2.42.12 ; gnome/gtk@3.24.41 ; python/matplotlib@3.7.2 ; openjpeg@2.5.4 ; qt@5.15.13 ; qtbase@5.15.13";;52edfd96-2e25-4ae6-9775-059422f27c62;;
library;libqb;2.0.8;pkg:generic/libqb@2.0.8;;;;libqb is a library with the primary purpose of providing high performance client server reusable features. It provides high performance logging, tracing, ipc, and poll.;LGPL-2.1-only;usbguard@1.1.2;;6a762598-c043-4b03-a5c5-5486fb3316c5;;
library;libseccomp;2.5.5;pkg:generic/libseccomp@2.5.5;;;;The libseccomp library provides an easy to use, platform independent, interface to the Linux Kernel's syscall filtering mechanism: seccomp.;LGPL-2.1-only;"systemd@255.21 ; usbguard@1.1.2";;ed27d5f7-422a-4d52-b7ea-9282fd1b0f44;;
library;libssh;0.10.6;pkg:generic/libssh@0.10.6;;;;Multiplatform C library implementing the SSHv2 and SSHv1 protocol.;LGPL-2.1-only;cryptsetup@2.7.5;;b478609b-8f48-40af-a051-8032a8e7fc3d;;
library;libtiff;4.6.0;pkg:generic/libtiff@4.6.0;libtiff contributors;http://www.simplesystems.org/libtiff/;https://gitlab.com/libtiff/libtiff;Library provides support for the Tag Image File Format (TIFF), a widely used format for storing image data. This library provide means to easily access and create TIFF image files.;libtiff;"littlecms/little_cms_color_engine@2.16 ; openjpeg@2.5.4 ; pillow@10.3.0";;197a239a-67e2-473f-a2f9-ed17465acbf7;;
library;libtirpc;1.3.4;pkg:generic/libtirpc@1.3.4;;;;Libtirpc is a port of Suns Transport-Independent RPC library to Linux;BSD-3-Clause;"cpython@3.12.12 ; libnsl2@2.0.1 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12";;c32bf4c9-5e34-4d1e-bc90-6aef665b19bf;;
